title,product_type,vendor,account,privacy_url,tc_url,notes
American Association for the Advancement of Science,E-Journals/Package,AAAS,optional,http://www.sciencemag.org/about/privacy-policy,http://www.sciencemag.org/about/terms-service,
LearnTechLib - Learning and Technology Library,Index/Database,AACE,optional,https://www.learntechlib.org/about/privacy/,https://www.learntechlib.org/about/terms/,
Music Industry Data,Index/Database,Academic Rights Press,optional,None,,
African American Newspapers. Part 1-3,Index/Database,Accessible Archives,optional,None,,
China: Culture and Society,Index/Database,Adam Matthew,optional,http://www.chinacultureandsociety.amdigital.co.uk/Help/PrivacyPolicy,http://www.chinacultureandsociety.amdigital.co.uk/Help/TermsOfUse,
Foreign Office Files for CHINA (1938-1948),Index/Database,Adam Matthew,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"Foreign Office Files for China, 1949-1980",Index/Database,Adam Matthew,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"Foreign Office Files for India, Pakistan and Afghanistan",Index/Database,Adam Matthew,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"Global Commodities: Trade, Exploration and Cultural Exchange",Index/Database,Adam Matthew,optional,http://www.globalcommodities.amdigital.co.uk/Help/PrivacyPolicy,http://www.globalcommodities.amdigital.co.uk/Help/TermsOfUse,
"Literary Manuscripts: 17th and 18th Century Poetry from the Brotherton Library, University of Leeds",Index/Database,Adam Matthew,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
"Macmillan Cabinet Papers, 1957-1963",Index/Database,Adam Matthew,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
Medieval Family Life,Index/Database,Adam Matthew,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
Popular Culture in Britain and America 1950-1975,Index/Database,Adam Matthew,optional,http://www.rockandroll.amdigital.co.uk/Help/PrivacyPolicy.aspx,http://www.rockandroll.amdigital.co.uk/Help/TermsOfUse.aspx,
"Romanticism: Life, Literature and Landscape",Index/Database,Adam Matthew,optional,http://www.romanticism.amdigital.co.uk/Help/PrivacyPolicy.aspx,http://www.romanticism.amdigital.co.uk/Help/TermsOfUse.aspx,
The American West,Index/Database,Adam Matthew,optional,http://www.americanwest.amdigital.co.uk/Help/PrivacyPolicy,http://www.americanwest.amdigital.co.uk/Help/TermsOfUse,
The First World War: Personal Experiences,Index/Database,Adam Matthew,optional,http://www.firstworldwar.amdigital.co.uk/Help/PrivacyPolicy,http://www.firstworldwar.amdigital.co.uk/Help/TermsOfUse,
The Grand Tour,Index/Database,Adam Matthew,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
"The Nixon Years, 1969-1974",Index/Database,Adam Matthew,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"Travel Writing, Spectacle and World History",Index/Database,Adam Matthew,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
African American Communities,Index/Database,Adam Matthew Digital,optional,http://www.africanamericancommunities.amdigital.co.uk/Help/PrivacyPolicy,http://www.africanamericancommunities.amdigital.co.uk/Help/TermsOfUse,
"American History, 1493-1859",Index/Database,Adam Matthew Digital,optional,http://www.americanhistory.amdigital.co.uk/Help/PrivacyPolicy,http://www.americanhistory.amdigital.co.uk/Help/TermsOfUse,
"American History, 1860-1945",Index/Database,Adam Matthew Digital,optional,http://www.americanhistory.amdigital.co.uk/Help/PrivacyPolicy,http://www.americanhistory.amdigital.co.uk/Help/TermsOfUse,
American Indian Histories and Cultures,Index/Database,Adam Matthew Digital,optional,http://www.aihc.amdigital.co.uk/Help/PrivacyPolicy,http://www.aihc.amdigital.co.uk/Help/TermsOfUse,
"Apartheid South Africa, 1948-1966",Index/Database,Adam Matthew Digital,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"China, America and the Pacific",Index/Database,Adam Matthew Digital,optional,http://www.cap.amdigital.co.uk/Help/PrivacyPolicy,http://www.cap.amdigital.co.uk/Help/TermsOfUse,
"China: Trade, Politics and Culture, 1793-1980",Index/Database,Adam Matthew Digital,optional,http://www.china.amdigital.co.uk/Help/PrivacyPolicy,http://www.china.amdigital.co.uk/Help/TermsOfUse,
Church Missionary Society Periodicals,Index/Database,Adam Matthew Digital,optional,http://www.churchmissionarysociety.amdigital.co.uk/Help/PrivacyPolicy,http://www.churchmissionarysociety.amdigital.co.uk/Help/TermsOfUse,
"Colonial America: Early Settlement, Expansion and Rivalries Module I",Index/Database,Adam Matthew Digital,optional,http://www.colonialamerica.amdigital.co.uk/Help/PrivacyPolicy,http://www.colonialamerica.amdigital.co.uk/Help/TermsOfUse,
"Confidential Print: Latin America, 1833-1969",Index/Database,Adam Matthew Digital,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
Confidential Print: Middle East,Index/Database,Adam Matthew Digital,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
Confidential Print: North America,Index/Database,Adam Matthew Digital,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"Defining Gender, 1450-1910",Index/Database,Adam Matthew Digital,optional,http://www.gender.amdigital.co.uk/Help/PrivacyPolicy,http://www.gender.amdigital.co.uk/Help/TermsOfUse,
"Eighteenth Century Journals I, II, III, IV, V",Index/Database,Adam Matthew Digital,optional,http://www.18thcjournals.amdigital.co.uk/Help/PrivacyPolicy,http://www.18thcjournals.amdigital.co.uk/Help/TermsOfUse,
Empire Online,Index/Database,Adam Matthew Digital,optional,http://www.empire.amdigital.co.uk/Help/PrivacyPolicy,http://www.empire.amdigital.co.uk/Help/TermsOfUse,
Everyday Life and Women in America,Index/Database,Adam Matthew Digital,optional,http://www.everydaylife.amdigital.co.uk/Help/PrivacyPolicy,http://www.everydaylife.amdigital.co.uk/Help/TermsOfUse,
First World War: Visual Perspectives and Narratives,Index/Database,Adam Matthew Digital,optional,http://www.firstworldwar.amdigital.co.uk/Help/PrivacyPolicy,http://www.firstworldwar.amdigital.co.uk/Help/TermsOfUse,
Foreign Office Files for CHINA (1919-1929),Index/Database,Adam Matthew Digital,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
Foreign Office Files for CHINA (1930-1937),Index/Database,Adam Matthew Digital,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"Foreign Office Files for the Middle East, 1971-1981: Module I",Index/Database,Adam Matthew Digital,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
"Frontier Life: Borderlands, Settlement & Colonial Encounters",Index/Database,Adam Matthew Digital,optional,http://www.frontierlife.amdigital.co.uk/Help/PrivacyPolicy,http://www.frontierlife.amdigital.co.uk/Help/TermsOfUse,
"India, Raj and Empire",Index/Database,Adam Matthew Digital,optional,http://www.indiaraj.amdigital.co.uk/Help/PrivacyPolicy,http://www.indiaraj.amdigital.co.uk/Help/TermsOfUse,
"Jewish Life in America, c.1654-1954",Index/Database,Adam Matthew Digital,optional,http://www.jewishlife.amdigital.co.uk/Help/PrivacyPolicy.aspx,http://www.jewishlife.amdigital.co.uk/Help/TermsOfUse.aspx,
Literary Manuscripts: Victorian Manuscripts from the Henry W. and Albert A. Berg Collection,Index/Database,Adam Matthew Digital,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
London Low Life,Index/Database,Adam Matthew Digital,optional,http://www.londonlowlife.amdigital.co.uk/Help/PrivacyPolicy.aspx,http://www.londonlowlife.amdigital.co.uk/Help/TermsOfUse.aspx,
"Market Research & American Business, 1935-1965",Index/Database,Adam Matthew Digital,optional,http://www.marketresearch.amdigital.co.uk/Help/PrivacyPolicy,http://www.marketresearch.amdigital.co.uk/Help/TermsOfUse,
Mass Observation III,Index/Database,Adam Matthew Digital,optional,http://www.massobservation.amdigital.co.uk/Help/PrivacyPolicy,http://www.massobservation.amdigital.co.uk/Help/TermsOfUse,
Mass Observation Online,Index/Database,Adam Matthew Digital,optional,http://www.massobservation.amdigital.co.uk/Help/PrivacyPolicy,http://www.massobservation.amdigital.co.uk/Help/TermsOfUse,
Medieval Travel Writing,Index/Database,Adam Matthew Digital,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
Meiji Japan: The Edward Sylvester Morse Collection from the Phillips Library at the Peabody Essex Museum,Index/Database,Adam Matthew Digital,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
Migration to New Worlds: Module I & II,Index/Database,Adam Matthew Digital,optional,http://www.migration.amdigital.co.uk/Help/PrivacyPolicy,http://www.migration.amdigital.co.uk/Help/TermsOfUse,
"Perdita Manuscripts: Women Writers, 1500-1700",Index/Database,Adam Matthew Digital,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
Popular Culture in Britain and America (1950-1975) Section II,Index/Database,Adam Matthew Digital,optional,http://www.rockandroll.amdigital.co.uk/Help/PrivacyPolicy.aspx,http://www.rockandroll.amdigital.co.uk/Help/TermsOfUse.aspx,
"Popular Medicine in America, 1800-1900",Index/Database,Adam Matthew Digital,optional,http://www.popularmedicine.amdigital.co.uk/Help/PrivacyPolicy,http://www.popularmedicine.amdigital.co.uk/Help/TermsOfUse,
"Slavery, Abolition and Social Justice 1490 - 2007",Index/Database,Adam Matthew Digital,optional,http://am-analytics.co.uk/Help/PrivacyPolicy.aspx,,
"Slavery, Abolition and Social Justice, 1490-2007",Index/Database,Adam Matthew Digital,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
The First World War: Propaganda & Recruitment,Index/Database,Adam Matthew Digital,optional,http://www.firstworldwar.amdigital.co.uk/Help/PrivacyPolicy,http://www.firstworldwar.amdigital.co.uk/Help/TermsOfUse,
"Victorian Popular Culture: Circuses, Sideshows and Freaks",Index/Database,Adam Matthew Digital,optional,http://www.victorianpopularculture.amdigital.co.uk/Help/PrivacyPolicy,http://www.victorianpopularculture.amdigital.co.uk/Help/TermsOfUse,
"Victorian Popular Culture: Moving Pictures, Optical Entertainments and the Advent of Cinema",Index/Database,Adam Matthew Digital,optional,http://www.victorianpopularculture.amdigital.co.uk/Help/PrivacyPolicy,http://www.victorianpopularculture.amdigital.co.uk/Help/TermsOfUse,
"Victorian Popular Culture: Music Halls, Theatre and Popular Entertainment",Index/Database,Adam Matthew Digital,optional,http://www.victorianpopularculture.amdigital.co.uk/Help/PrivacyPolicy,http://www.victorianpopularculture.amdigital.co.uk/Help/TermsOfUse,
"Victorian Popular Culture: Spiritualism, Sensation and Magic",Index/Database,Adam Matthew Digital,optional,http://www.victorianpopularculture.amdigital.co.uk/Help/PrivacyPolicy,http://www.victorianpopularculture.amdigital.co.uk/Help/TermsOfUse,
Virginia Company Archives,Index/Database,Adam Matthew Digital,optional,https://www.amdigital.co.uk/privacy-policy,https://www.amdigital.co.uk/terms-of-use,
World's Fairs,Index/Database,Adam Matthew Digital,optional,http://www.worldsfairs.amdigital.co.uk/Help/PrivacyPolicy,http://www.worldsfairs.amdigital.co.uk/Help/TermsOfUse,
"Confidential Print: Africa, 1834-1966",Index/Database,Adam Matthew Digital,mandatory,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,
Women in the National Archives,Index/Database,Adam Matthew P,optional,http://www.archivesdirect.amdigital.co.uk/Help/PrivacyPolicy,http://www.archivesdirect.amdigital.co.uk/Help/TermsOfUse,"""Click to access this resource"" link leads to generic Archives Direct page, actual address is: http://www.archivesdirect.amdigital.co.uk/WTNA "
AIAA Electronic Library,E-Journals/Package,AIAA,optional,https://www.aiaa.org/Detail.aspx?id=69,https://www.aiaa.org/Detail.aspx?id=70,
African American Song,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
American Film Scripts Online,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
American History in Video,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Asian American Drama,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Asian Film Online,E-Video Collection,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,,
Black Drama,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Black Short Fiction and Folklore,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Black Thought and Culture,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Black Women Writers,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
British and Irish Women's Letters and Diaries,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Caribbean Literature,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Classical Music Library,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Contemporary World Music,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Counseling and Therapy in Video,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Dance Online: Dance in Video,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Dance Online: Dance in Video: Volume II,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Disability in the Modern World,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
"Early Encounters in North America: Peoples, Cultures and the Environment",Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Ethnographic Video Online,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Ethnographic Video Online: Volume II,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Jazz music library,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Latin American Women Writers,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Latino Literature,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Music Online : American Song,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Music Online: Classical Scores Library,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Music Online: Classical Scores Library: Volume II,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Music Online: Garland Encyclopedia of World Music,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Music Online: Opera in Video,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
"North American Immigrant Letters, Diaries, and Oral Histories",Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
North American Indian Drama,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
North American Indian Thought and Culture,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
North American Theatre Online,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
North American Women's Drama,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
North American Women's Letters & Diaries,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Nursing Education in Video,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Oral History Online,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Smithsonian Global Sound,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Social Theory,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
South and Southeast Asian Literature in English,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
The Digital Library of Classic Protestant Texts,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
The Sixties: Primary Documents and Personal Narratives 1960 - 1974,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Theatre in Video,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Twentieth Century North American Drama,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
"Underground and Independent Comics, Comix, and Graphic Novels",Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Women and Social Movements,Index/Database,Alexander Street Press,optional,https://www.proquest.com/about/privacy-home.html,https://www.proquest.com/about/terms-and-conditions.html,
Science Online,E-Journals/Package,American Association for the Advancement of Science,optional,http://www.sciencemag.org/about/privacy-policy,http://www.sciencemag.org/about/terms-service,
ACS Symposium Series,Index/Database,American Chemical Society,optional,https://www.acs.org/content/acs/en/privacy.html,,
American Chemical Society,E-Journals/Package,American Chemical Society,optional,https://www.acs.org/content/acs/en/privacy.html,,
SciFinder on the Web,Index/Database,American Chemical Society,mandatory,https://www.cas.org/legal/privacy,,"Clicking link from catalogue takes you to a page asking you to log in, no option for institutional login"
SciFinder Scholar,Index/Database,American Chemical Society,mandatory,https://www.cas.org/legal/privacy,,"Clicking link from catalogue takes you to a page asking you to log in, no option for institutional login"
American College of Physicians,E-Journals/Package,American College of Physicians,optional,https://www.acponline.org/acp-privacy-policy,,
American Institute of Mathematical Sciences,E-Journals/Package,American Institute of Mathematical Sciences,optional,None,,
American Institute of Physics,E-Journals/Package,American Institute of Physics,optional,https://www.scitation.org/privacy,,
American Physical Society,E-Journals/Package,American Physical Society,optional,https://www.aps.org/about/privacy.cfm,,
American Physiological Society,E-Journals/Package,American Physiological Society,optional,http://www.the-aps.org/mm/hp/Footer/Privacy-Policy,,
Psychiatry Online,Index/Database,American Psychiatric Publishing,optional,https://psychiatryonline.org/privacypolicy,https://psychiatryonline.org/termsofuse,
American Society of Civil Engineers,E-Book Package,American Society of Civil Engineers,optional,https://www.asce.org/privacy/,,
American Society of Civil Engineers Library,E-Journals/Package,American Society of Civil Engineers,optional,https://www.asce.org/privacy/,,
Current Index to Statistics,Index/Database,American Statistical Association,optional,None,none,
Contemporary Mathematics,E-Book Package,AMS,optional,http://www.ams.org/about-us/privacy,,
Mathscinet,Index/Database,AMS,optional,http://www.ams.org/about-us/privacy,http://www.ams.org/about-us/tou,
Annual Reviews,E-Journals/Package,Annual Review,optional,https://www.annualreviews.org/page/about/privacy,,
PsycEXTRA,Index/Database,APA,optional,https://www.apa.org/about/privacy.aspx,http://psycnet.apa.org/general/tos,
PsycTESTS,Index/Database,APA,optional,https://www.apa.org/about/privacy.aspx,http://psycnet.apa.org/general/tos,
PsycTHERAPY,Index/Database,APA,optional,https://www.apa.org/about/privacy.aspx,http://psycnet.apa.org/general/tos,
American Society of Mechanical Engineers,E-Journals/Package,ASME,optional,https://www.asme.org./about-asme/privacy-and-security-statement,,
ACM Digital Library,Index/Database,Association for Computing Machinery,optional,https://www.acm.org/about-acm/privacy-policy,https://libraries.acm.org/digital-library/policies#anchor3,
Rock's Backpages Library,Index/Database,Backpages Ltd,optional,https://www.rocksbackpages.com/Pages/Privacy,https://www.rocksbackpages.com/Subscribe/Terms,
Biblical Archaeology Society Archive,Index/Database,Biblical Archaeology Society,optional,https://www.biblicalarchaeology.org/about-the-biblical-archaeology-society/privacy-policy/,https://www.biblicalarchaeology.org/about-the-biblical-archaeology-society/terms-of-use/,
Bioline International,E-Journals/Package,Bioline,optional,none,,http://www.bioline.org.br/
BioMed Central,E-Journals/Package,BioMed Central,optional,https://www.biomedcentral.com/privacy-statement,https://www.biomedcentral.com/terms-and-conditions,
Bloomberg Professional,Index/Database,Bloomberg,mandatory,https://www.wiley.com/en-ca/privacy,https://onlinelibrary.wiley.com/terms-and-conditions,
Berg Publishers,E-Journals/Package,Bloomsbury,optional,https://www.bloomsbury.com/us/privacy-policy/,https://www.bloomsbury.com/us/terms/,
Bibliography of British and Irish History,Index/Database,Brepols,optional,http://www.brepolis.net/PrivacyPolicy_NL_FR_ENG.pdf,http://www.brepolis.net/terms.html,
International Medieval Bibliography,Index/Database,Brepols,optional,http://www.brepolis.net/PrivacyPolicy_NL_FR_ENG.pdf,http://www.brepolis.net/terms.html,
Context of Scripture Online,Index/Database,Brill,optional,https://referenceworks.brillonline.com/pages/privacy-policy,https://referenceworks.brillonline.com/pages/terms-and-conditions,
Encyclopaedia of Islam,Index/Database,Brill,optional,https://referenceworks.brillonline.com/pages/privacy-policy,https://referenceworks.brillonline.com/pages/terms-and-conditions,
Encyclopedia of Hebrew Language and Linguistics,Index/Database,Brill,optional,https://referenceworks.brillonline.com/pages/privacy-policy,https://referenceworks.brillonline.com/pages/terms-and-conditions,
Brill's New Pauly,Index/Database,Brill Academic,optional,https://referenceworks.brillonline.com/pages/privacy-policy,https://referenceworks.brillonline.com/pages/terms-and-conditions,
Encyclopaedia of Judaism,Index/Database,Brill Academic,optional,https://referenceworks.brillonline.com/pages/privacy-policy,https://referenceworks.brillonline.com/pages/terms-and-conditions,
Women Writers Project,Index/Database,Brown University,optional,None,,
Business Monitor Online,Index/Database,Business Monitor,optional,https://www.thefitchgroup.com/site/privacy,https://www.thefitchgroup.com/site/termsofuse,
Lexis-Nexis,Index/Database,Butterworth,optional,https://www.lexisnexis.com/en-us/terms/privacy-policy.page,https://www.lexisnexis.com/en-us/terms/general/default.page,
Cairn,E-Journals/Package,Cairn,optional,https://www.cairn.info/vie-privee.php#cookies,https://www.cairn-int.info/conditions.php,
California Newsreel,E-Video Collection,California Newsreel,optional,none,,
Cambridge Histories Online,Index/Database,Cambridge University Press,optional,http://www.cambridge.org/about-us/legal-notices/privacy-notice/,https://www.cambridge.org/about-us/legal-notices/terms-use,
Cambridge University Press - Journals,E-Journals/Package,Cambridge University Press,optional,https://www.cambridge.org/about-us/legal-notices/privacy-notice/,https://www.cambridge.org/about-us/individuals/terms-and-conditions,
Dictionary of Irish Biography Online,Index/Database,Cambridge University Press,optional,http://dib.cambridge.org/privacy.do,http://dib.cambridge.org/terms.do,
Historical Statistics of the United States,Index/Database,Cambridge University Press,optional,https://hsus.cambridge.org/HSUSWeb/toc/hsusPolicy.do,https://hsus.cambridge.org/HSUSWeb/toc/termOfUse.do,
Orlando,Index/Database,Cambridge University Press,optional,http://orlando.cambridge.org/protected/svDocumentation?&d_id=PRIVACYPOLICY,http://orlando.cambridge.org/protected/svDocumentation?&d_id=ORLANDOTERMSOFUSE,
Shakespeare Survey Online,E-Book Package,Cambridge University Press,optional,http://www.cambridge.org/about-us/legal-notices/privacy-notice/,,
The Collected Writings of John Maynard Keynes,E-Book Package,Cambridge University Press,optional,http://www.cambridge.org/about-us/legal-notices/privacy-notice/,,
Women's Writings in the British Isles dup,Index/Database,Cambridge University Press,optional,http://orlando.cambridge.org/protected/svDocumentation?&d_id=PRIVACYPOLICY,http://orlando.cambridge.org/protected/svDocumentation?&d_id=ORLANDOTERMSOFUSE,
Works of Ben Jonson Online,Index/Database,Cambridge University Press,optional,http://universitypublishingonline.org/cambridge/benjonson/about/privacy/,http://universitypublishingonline.org/cambridge/benjonson/about/terms/,
Canadian Association of Social Workers,E-Journals/Package,Canadian Association of Social Workers,optional,None,,
National Research Council of Canada,E-Journals/Package,Canadian Science Publishing,optional,http://www.nrcresearchpress.com/page/privacy,,
TaxFind,Index/Database,Canadian Tax Foundation,optional,https://www.ctf.ca/ctfweb/EN/Home/Privacy_Policy/EN/Pages/PrivacyPolicy.aspx,https://www.ctf.ca/ctfweb/EN/Home/Terms_of_Use/EN/Pages/TermsOfUse.aspx,
Canadiana Heritage Collection,Index/Database,Canadiana,optional,http://heritage.canadiana.ca/terms,http://heritage.canadiana.ca/terms,
Early Canadiana Online,Index/Database,Canadiana,optional,http://online.canadiana.ca/terms,http://online.canadiana.ca/terms,
Curio,E-Video Collection,CBC,optional,http://curio.ca/en/privacy/,,
Canadian Book Review Annual,Index/Database,CBRA,optional,None,,
The Responsa Project,Index/Database,CDI Systems Ltd,optional,https://www.responsa.co.il/termsofuse_instit.html,,
Eureka.cc,Index/Database,CEDROM SNI,optional,http://eureka.cc/en/privacy-policy/,,
Corpus de la littérature narrative,Index/Database,Champions Electronique,optional,https://classiques-garnier.com/privacy-policy.html,,
Corpus de la premiere litterature francophone d'Afrique noire,Index/Database,Champions Electronique,optional,https://classiques-garnier.com/privacy-policy.html,,
Corpus de la premiere litterature francophone de l'Ocean Indien,Index/Database,Champions Electronique,optional,https://classiques-garnier.com/privacy-policy.html,,
Guide to International Financial Reporting Standards in Canada,Index/Database,Chartered Professional Accountants Canada,optional,https://edu.knotia.ca/Information/PrivacyPolicyknotia.cfm,https://edu.knotia.ca/Information/KnotiaTermsOfUse.cfm,
Guide to Accounting Standards for Private Enterprises in Canada,Index/Database,Chartered Professional Accountants of Canada,optional,https://edu.knotia.ca/Information/PrivacyPolicyknotia.cfm,https://edu.knotia.ca/Information/KnotiaTermsOfUse.cfm,
Professional Engagement Guide,Index/Database,Chartered Professional Accountants of Canada,optional,https://edu.knotia.ca/Information/PrivacyPolicyknotia.cfm,https://edu.knotia.ca/Information/KnotiaTermsOfUse.cfm,
